,时间,小时,工作日,供冷季节,电耗
889,223,1,1,1,92.79999924
890,223,2,1,1,78.10000038
891,223,3,1,1,86.20000076
892,223,4,1,1,91.90000153
893,223,5,1,1,85.89999962
894,223,6,1,1,83.79999924
895,223,7,1,1,297.489996
896,223,8,1,1,1204
897,223,9,1,1,1313.109985
898,223,10,1,1,1333.599987
899,223,11,1,1,1277.589996
900,223,12,1,1,1188.509985
901,223,13,1,1,1120.609991
902,223,14,1,1,1073.989996
903,223,15,1,1,1089.899988
904,223,16,1,1,1151.500011
905,223,17,1,1,1131.889996
906,223,18,1,1,1002.120007
907,223,19,1,1,745.5899963
908,223,20,1,1,641.6100044
909,223,21,1,1,471.2999992
910,223,22,1,1,85.60000038
911,223,23,1,1,78.39999962
912,224,0,1,1,81.70000076
913,224,1,1,1,78.70000076
914,224,2,1,1,75.10000038
915,224,3,1,1,76.89999962
916,224,4,1,1,73.89999962
917,224,5,1,1,80.20000076
918,224,6,1,1,68.79999924
919,224,7,1,1,319.6899967
920,224,8,1,1,947.289999
921,224,9,1,1,1157.690014
922,224,10,1,1,1351.610022
923,224,11,1,1,1278.209984
924,224,12,1,1,1267.090008
925,224,13,1,1,1222.30999
926,224,14,1,1,1166.989998
927,224,15,1,1,1257.099998
928,224,16,1,1,1242.699989
929,224,17,1,1,1230.600014
930,224,18,1,1,1109.299999
931,224,19,1,1,815.400013
932,224,20,1,1,663.5099907
933,224,21,1,1,484.2799911
934,224,22,1,1,113.2000008
935,224,23,1,1,97.90000153
936,225,0,1,1,94.89999962
937,225,1,1,1,85.29999924
938,225,2,1,1,91.60000038
939,225,3,1,1,80.5
940,225,4,1,1,74.79999924
941,225,5,1,1,75.39999962
942,225,6,1,1,71.5
943,225,7,1,1,309.8000069
944,225,8,1,1,1029.519995
945,225,9,1,1,1323.190027
946,225,10,1,1,1366.899986
947,225,11,1,1,1403.699993
948,225,12,1,1,1348.699989
949,225,13,1,1,1332.810005
950,225,14,1,1,1213.589996
951,225,15,1,1,1250.889996
952,225,16,1,1,1304.520008
953,225,17,1,1,1315.090008
954,225,18,1,1,1056.190014
955,225,19,1,1,699.3099918
956,225,20,1,1,603.400013
957,225,21,1,1,445.1100044
958,225,22,1,1,101.5
959,225,23,1,1,90.10000038
960,226,0,1,1,100.2999992
961,226,1,1,1,96.39999962
962,226,2,1,1,101
963,226,3,1,1,83.39999962
964,226,4,1,1,92.60000038
965,226,5,1,1,87.10000038
966,226,6,1,1,75.39999962
967,226,7,1,1,318.0000038
968,226,8,1,1,987.1999931
969,226,9,1,1,1317.200001
970,226,10,1,1,1283.4
971,226,11,1,1,1160.379993
972,226,12,1,1,1183.020008
973,226,13,1,1,1262.479992
974,226,14,1,1,1149.209991
975,226,15,1,1,1220.600012
976,226,16,1,1,1096.810003
977,226,17,1,1,1121.179993
978,226,18,1,1,971.8999996
979,226,19,1,1,671.8999996
980,226,20,1,1,569
981,226,21,1,1,401.2200069
982,226,22,1,1,62.79999924
983,226,23,1,1,58.60000038
984,227,0,0,1,60.10000038
985,227,1,0,1,52.60000038
986,227,2,0,1,46.89999962
987,227,3,0,1,49.29999924
988,227,4,0,1,49.60000038
989,227,5,0,1,51.39999962
990,227,6,0,1,52.29999924
991,227,7,0,1,45.69999981
992,227,8,0,1,41.5
993,227,9,0,1,548.2999878
994,227,10,0,1,530.7100029
995,227,11,0,1,514
996,227,12,0,1,473.2000008
997,227,13,0,1,444.8000002
998,227,14,0,1,418.2900143
999,227,15,0,1,461.6000118
1000,227,16,0,1,466.7100029
1001,227,17,0,1,443.2699981
1002,227,18,0,1,796.7099915
1003,227,19,0,1,357.5
1004,227,20,0,1,75
1005,227,21,0,1,57.39999962
1006,227,22,0,1,58.89999962
1007,227,23,0,1,52
1008,228,0,0,1,50.80000019
1009,228,1,0,1,57.69999981
1010,228,2,0,1,56.5
1011,228,3,0,1,54.69999981
1012,228,4,0,1,51.69999981
1013,228,5,0,1,46.60000038
1014,228,6,0,1,60.69999981
1015,228,7,0,1,55.60000038
1016,228,8,0,1,55.89999962
1017,228,9,0,1,559.9099855
1018,228,10,0,1,481.8900146
1019,228,11,0,1,468.6999931
1020,228,12,0,1,467.6000061
1021,228,13,0,1,494.6099854
1022,228,14,0,1,504.9900093
1023,228,15,0,1,504.609993
1024,228,16,0,1,476.7899971
1025,228,17,0,1,620.5999985
1026,228,18,0,1,755.9099846
1027,228,19,0,1,750.8900146
1028,228,20,0,1,556.2000008
1029,228,21,0,1,73.89999962
1030,228,22,0,1,76.60000038
1031,228,23,0,1,82.29999924
1032,229,0,1,1,77.5
1033,229,1,1,1,69.39999962
1034,229,2,1,1,73.89999962
1035,229,3,1,1,67.89999962
1036,229,4,1,1,70.69999981
1037,229,5,1,1,70.89999962
1038,229,6,1,1,70.89999962
1039,229,7,1,1,294
1040,229,8,1,1,902.4900084
1041,229,9,1,1,953.1100216
1042,229,10,1,1,1058.400013
1043,229,11,1,1,1013.399988
1044,229,12,1,1,1371.109985
1045,229,13,1,1,1471.089996
1046,229,14,1,1,1510.69001
1047,229,15,1,1,1448.019997
1048,229,16,1,1,1318.990015
1049,229,17,1,1,1031.890001
1050,229,18,1,1,886.3999996
1051,229,19,1,1,751.8899956
1052,229,20,1,1,593.6000004
1053,229,21,1,1,457.3999996
1054,229,22,1,1,76.89999962
1055,229,23,1,1,75.39999962
1056,230,0,1,1,75.10000038
1057,230,1,1,1,69.70000076
1058,230,2,1,1,68.5
1059,230,3,1,1,66.70000076
1060,230,4,1,1,71.79999924
1061,230,5,1,1,67.29999924
1062,230,6,1,1,63.69999981
1063,230,7,1,1,337.2100029
1064,230,8,1,1,918.8000011
1065,230,9,1,1,1316.709986
1066,230,10,1,1,1311.199989
1067,230,11,1,1,1369.900013
1068,230,12,1,1,1402.190014
1069,230,13,1,1,1271.609985
1070,230,14,1,1,1252
1071,230,15,1,1,1320.299999
1072,230,16,1,1,1366.999989
1073,230,17,1,1,1319.200001
1074,230,18,1,1,1176.900013
1075,230,19,1,1,822.8000069
1076,230,20,1,1,281.1000004
1077,230,21,1,1,201.2999992
1078,230,22,1,1,84.70000076
1079,230,23,1,1,95.79999924
1080,231,0,1,1,89.29999924
1081,231,1,1,1,83.5
1082,231,2,1,1,90.39999962
1083,231,3,1,1,76
1084,231,4,1,1,78.70000076
1085,231,5,1,1,73.60000038
1086,231,6,1,1,66
1087,231,7,1,1,354.8999977
1088,231,8,1,1,1133.209991
1089,231,9,1,1,1249.479992
1090,231,10,1,1,1288
1091,231,11,1,1,1264.110003
1092,231,12,1,1,1282.600012
1093,231,13,1,1,1235.900005
1094,231,14,1,1,1179.590008
1095,231,15,1,1,1267.009991
1096,231,16,1,1,1265.609985
1097,231,17,1,1,1298.389996
1098,231,18,1,1,1108.899988
1099,231,19,1,1,746.7900066
1100,231,20,1,1,602.2000008
1101,231,21,1,1,218.8999996
1102,231,22,1,1,92.5
1103,231,23,1,1,93.10000038
1104,232,0,1,1,89.5
1105,232,1,1,1,78.70000076
1106,232,2,1,1,79.29999924
1107,232,3,1,1,81.39999962
1108,232,4,1,1,79
1109,232,5,1,1,82.89999962
1110,232,6,1,1,74.79999924
1111,232,7,1,1,333.8000031
1112,232,8,1,1,1279.609997
1113,232,9,1,1,1250.9
1114,232,10,1,1,1390.799994
1115,232,11,1,1,1315.400005
1116,232,12,1,1,1370.700012
1117,232,13,1,1,1218.700012
1118,232,14,1,1,1238.600006
1119,232,15,1,1,1138.6
1120,232,16,1,1,1201.200006
1121,232,17,1,1,1147.7
1122,232,18,1,1,877.8000031
1123,232,19,1,1,717.7900085
1124,232,20,1,1,326.7999992
1125,232,21,1,1,281.5
1126,232,22,1,1,70
1127,232,23,1,1,70
1128,233,0,1,1,62.19999981
1129,233,1,1,1,58
1130,233,2,1,1,57.69999981
1131,233,3,1,1,65.19999981
1132,233,4,1,1,52.89999962
1133,233,5,1,1,54.10000038
1134,233,6,1,1,53.80000019
1135,233,7,1,1,277.4000063
1136,233,8,1,1,1074.019989
1137,233,9,1,1,1193.199987
1138,233,10,1,1,1206.8
1139,233,11,1,1,1230.6
1140,233,12,1,1,1240.7
1141,233,13,1,1,1182
1142,233,14,1,1,1121.599995
1143,233,15,1,1,1199.900005
1144,233,16,1,1,1224.509985
1145,233,17,1,1,1248.389996
1146,233,18,1,1,1042.999988
1147,233,19,1,1,732.6999989
1148,233,20,1,1,562.6999998
1149,233,21,1,1,193.1999998
1150,233,22,1,1,79.29999924
1151,233,23,1,1,78.39999962
1152,234,0,0,1,68.19999981
1153,234,1,0,1,63.69999981
1154,234,2,0,1,61
1155,234,3,0,1,73.29999924
1156,234,4,0,1,61
1157,234,5,0,1,55
1158,234,6,0,1,55
1159,234,7,0,1,59.19999981
1160,234,8,0,1,54.69999981
1161,234,9,0,1,605.1999874
1162,234,10,0,1,585.8999996
1163,234,11,0,1,531.1000004
1164,234,12,0,1,413
1165,234,13,0,1,234.3999996
1166,234,14,0,1,252.1000004
1167,234,15,0,1,643.2899961
1168,234,16,0,1,331.4000015
1169,234,17,0,1,542.6900139
1170,234,18,0,1,551.010004
1171,234,19,0,1,258.7000008
1172,234,20,0,1,479.8999996
1173,234,21,0,1,66
1174,234,22,0,1,78.39999962
1175,234,23,0,1,87.69999981
1176,235,0,0,1,83.5
1177,235,1,0,1,71.19999981
1178,235,2,0,1,70
1179,235,3,0,1,69.39999962
1180,235,4,0,1,72.69999981
1181,235,5,0,1,69.10000038
1182,235,6,0,1,63.69999981
1183,235,7,0,1,68.5
1184,235,8,0,1,73
1185,235,9,0,1,616.7999992
1186,235,10,0,1,570.6000118
1187,235,11,0,1,557.9000053
1188,235,12,0,1,560.9099846
1189,235,13,0,1,577.9900093
1190,235,14,0,1,551.0900154
1191,235,15,0,1,559.7999992
1192,235,16,0,1,592.010004
1193,235,17,0,1,583.3000126
1194,235,18,0,1,580.7999878
1195,235,19,0,1,566.6999874
1196,235,20,0,1,204.6000004
1197,235,21,0,1,88.89999962
1198,235,22,0,1,90.39999962
1199,235,23,0,1,93.39999962
1200,236,0,1,1,90.39999962
1201,236,1,1,1,87.60000038
1202,236,2,1,1,85.39999962
1203,236,3,1,1,85.89999962
1204,236,4,1,1,76
1205,236,5,1,1,79.60000038
1206,236,6,1,1,79.89999962
1207,236,7,1,1,208.3999996
1208,236,8,1,1,1030
1209,236,9,1,1,1096.909985
1210,236,10,1,1,1169.200001
1211,236,11,1,1,1156.490015
1212,236,12,1,1,1113.909985
1213,236,13,1,1,1084.700001
1214,236,14,1,1,1029.9
1215,236,15,1,1,1099.690008
1216,236,16,1,1,1089.209991
1217,236,17,1,1,1061.5
1218,236,18,1,1,928.2899971
1219,236,19,1,1,723.3999882
1220,236,20,1,1,491.7999992
1221,236,21,1,1,221.8999996
1222,236,22,1,1,97.29999924
1223,236,23,1,1,86.20000076
1224,237,0,1,1,83.79999924
1225,237,1,1,1,84.10000038
1226,237,2,1,1,78.39999962
1227,237,3,1,1,78.39999962
1228,237,4,1,1,78.10000038
1229,237,5,1,1,69.70000076
1230,237,6,1,1,74.20000076
1231,237,7,1,1,352.5100002
1232,237,8,1,1,815.2699947
1233,237,9,1,1,1064.520008
1234,237,10,1,1,1101.779991
1235,237,11,1,1,1103.099998
1236,237,12,1,1,1127.910004
1237,237,13,1,1,1073.700012
1238,237,14,1,1,1068.800007
1239,237,15,1,1,1054.099998
1240,237,16,1,1,1157.500015
1241,237,17,1,1,1105.300011
1242,237,18,1,1,1015.199989
1243,237,19,1,1,747.9999847
1244,237,20,1,1,459.5999985
1245,237,21,1,1,257.9000015
1246,237,22,1,1,128.5
1247,237,23,1,1,114.0999985
1248,238,0,1,1,107.2000008
1249,238,1,1,1,100.5999985
1250,238,2,1,1,100.9000015
1251,238,3,1,1,93.40000153
1252,238,4,1,1,91.59999847
1253,238,5,1,1,88.29999924
1254,238,6,1,1,87.70000076
1255,238,7,1,1,321.0999985
1256,238,8,1,1,1061.91
1257,238,9,1,1,1166.989998
1258,238,10,1,1,1202
1259,238,11,1,1,1296.409992
1260,238,12,1,1,1272.399994
1261,238,13,1,1,1157.400002
1262,238,14,1,1,1168.209991
1263,238,15,1,1,1125.889996
1264,238,16,1,1,1135.910004
1265,238,17,1,1,1233.090008
1266,238,18,1,1,1013.709991
1267,238,19,1,1,751.1899948
1268,238,20,1,1,583
1269,238,21,1,1,253.2999992
1270,238,22,1,1,84.70000076
1271,238,23,1,1,84.70000076
1272,239,0,1,1,85.29999924
1273,239,1,1,1,75.39999962
1274,239,2,1,1,77.5
1275,239,3,1,1,75.70000076
1276,239,4,1,1,79
1277,239,5,1,1,77.5
1278,239,6,1,1,79
1279,239,7,1,1,295.0000038
1280,239,8,1,1,973.2999916
1281,239,9,1,1,1177.299999
1282,239,10,1,1,1272.190014
1283,239,11,1,1,1317.509987
1284,239,12,1,1,1189.490015
1285,239,13,1,1,1268.920006
1286,239,14,1,1,1199.489998
1287,239,15,1,1,1205.5
1288,239,16,1,1,1234.410004
1289,239,17,1,1,1246.790016
1290,239,18,1,1,1097.489979
1291,239,19,1,1,562.3100052
1292,239,20,1,1,488.6000004
1293,239,21,1,1,157.6000004
1294,239,22,1,1,97.89999962
1295,239,23,1,1,83.20000076
1296,240,0,1,1,81.39999962
1297,240,1,1,1,79
1298,240,2,1,1,86.20000076
1299,240,3,1,1,74.5
1300,240,4,1,1,78.70000076
1301,240,5,1,1,76.60000038
1302,240,6,1,1,76
1303,240,7,1,1,155.5
1304,240,8,1,1,1149.290014
1305,240,9,1,1,1135.809992
1306,240,10,1,1,1166.699993
1307,240,11,1,1,1255.800007
1308,240,12,1,1,1226.499992
1309,240,13,1,1,1049.699989
1310,240,14,1,1,1156.999989
1311,240,15,1,1,1056.390009
1312,240,16,1,1,1062.509991
1313,240,17,1,1,1080.6
1314,240,18,1,1,833.9099846
1315,240,19,1,1,669.3000069
1316,240,20,1,1,381.7000008
1317,240,21,1,1,215.7000008
1318,240,22,1,1,71.20000076
1319,240,23,1,1,67.89999962
1320,241,0,0,1,71.20000076
1321,241,1,0,1,63.10000038
1322,241,2,0,1,60.10000038
1323,241,3,0,1,63.70000076
1324,241,4,0,1,60.39999962
1325,241,5,0,1,57.10000038
1326,241,6,0,1,58.29999924
1327,241,7,0,1,55.29999924
1328,241,8,0,1,57.39999962
1329,241,9,0,1,591.3900146
1330,241,10,0,1,439.7899933
1331,241,11,0,1,466.8200073
1332,241,12,0,1,397.4000015
1333,241,13,0,1,432.5900002
1334,241,14,0,1,416.1999931
1335,241,15,0,1,427.9100075
1336,241,16,0,1,426.6899986
1337,241,17,0,1,231.2900009
1338,241,18,0,1,298.8999996
1339,241,19,0,1,458.4100037
1340,241,20,0,1,266.7000008
1341,241,21,0,1,63.70000076
1342,241,22,0,1,68.79999924
1343,241,23,0,1,63.70000076
1344,242,0,0,1,70.29999924
1345,242,1,0,1,63.70000076
1346,242,2,0,1,64
1347,242,3,0,1,64.60000038
1348,242,4,0,1,58
1349,242,5,0,1,59.20000076
1350,242,6,0,1,68.20000076
1351,242,7,0,1,55.89999962
1352,242,8,0,1,56.5
1353,242,9,0,1,597.2000065
1354,242,10,0,1,437.8000069
1355,242,11,0,1,471.2000008
1356,242,12,0,1,442.1000023
1357,242,13,0,1,440.7000027
1358,242,14,0,1,434.1999931
1359,242,15,0,1,433.3000069
1360,242,16,0,1,588.0000057
1361,242,17,0,1,279.2999992
1362,242,18,0,1,333.3999939
1363,242,19,0,1,522.5000038
1364,242,20,0,1,139.2999992
1365,242,21,0,1,55.89999962
1366,242,22,0,1,61.60000038
1367,242,23,0,1,56.79999924
1368,243,0,1,1,53.5
1369,243,1,1,1,53.79999924
1370,243,2,1,1,55.29999924
1371,243,3,1,1,54.39999962
1372,243,4,1,1,53.5
1373,243,5,1,1,54.39999962
1374,243,6,1,1,57.10000038
1375,243,7,1,1,73.40999985
1376,243,8,1,1,1004.9
1377,243,9,1,1,954.4799929
1378,243,10,1,1,1290.820007
1379,243,11,1,1,1187.1
1380,243,12,1,1,1177.789996
1381,243,13,1,1,1192.9
1382,243,14,1,1,1130.989996
1383,243,15,1,1,1113.1
1384,243,16,1,1,1152.309985
1385,243,17,1,1,1081.590014
1386,243,18,1,1,1059.6
1387,243,19,1,1,636.3999996
1388,243,20,1,1,327.3999996
1389,243,21,1,1,223.8000002
1390,243,22,1,1,59.80000019
1391,243,23,1,1,57.10000038
1392,244,0,1,1,59.20000076
1393,244,1,1,1,46.60000038
1394,244,2,1,1,48.10000038
1395,244,3,1,1,46.60000038
1396,244,4,1,1,46.60000038
1397,244,5,1,1,42.10000038
1398,244,6,1,1,41.5
1399,244,7,1,1,81.09999943
1400,244,8,1,1,744.5
1401,244,9,1,1,1155.209986
1402,244,10,1,1,1206.200006
1403,244,11,1,1,1162.799994
1404,244,12,1,1,1166.490015
1405,244,13,1,1,1158.820007
1406,244,14,1,1,1053.890015
1407,244,15,1,1,1050.300013
1408,244,16,1,1,1031.389997
1409,244,17,1,1,1041.309985
1410,244,18,1,1,933.9099913
1411,244,19,1,1,678.6999998
1412,244,20,1,1,374.1000004
1413,244,21,1,1,132.7000008
1414,244,22,1,1,61
1415,244,23,1,1,57.39999962
1416,245,0,1,1,59.5
1417,245,1,1,1,53.80000019
1418,245,2,1,1,53.5
1419,245,3,1,1,55.60000038
1420,245,4,1,1,54.69999981
1421,245,5,1,1,49
1422,245,6,1,1,44.5
1423,245,7,1,1,65.59999967
1424,245,8,1,1,714.1999874
1425,245,9,1,1,1114.6
1426,245,10,1,1,1142.200012
1427,245,11,1,1,1198.999989
1428,245,12,1,1,1140.309986
1429,245,13,1,1,1060.889996
1430,245,14,1,1,1033.299999
1431,245,15,1,1,952.1000004
1432,245,16,1,1,952.6999998
1433,245,17,1,1,923.3899965
1434,245,18,1,1,821.5099916
1435,245,19,1,1,553.5999966
1436,245,20,1,1,353
1437,245,21,1,1,106.5
1438,245,22,1,1,54.39999962
1439,245,23,1,1,48.10000038
1440,246,0,1,1,48.39999962
1441,246,1,1,1,40.89999962
1442,246,2,1,1,34.30000019
1443,246,3,1,1,40.30000019
1444,246,4,1,1,39.39999962
1445,246,5,1,1,34.89999962
1446,246,6,1,1,26.5
1447,246,7,1,1,46.80000019
1448,246,8,1,1,431.6000004
1449,246,9,1,1,103.6000004
1450,246,10,1,1,144.1000004
1451,246,11,1,1,137.8000002
1452,246,12,1,1,114.6000004
1453,246,13,1,1,128.3999996
1454,246,14,1,1,125.6000004
1455,246,15,1,1,122.2999992
1456,246,16,1,1,130.1000004
1457,246,17,1,1,129
1458,246,18,1,1,362.3999996
1459,246,19,1,1,629.8000002
1460,246,20,1,1,372.8999996
1461,246,21,1,1,105.2999992
1462,246,22,1,1,49.29999924
1463,246,23,1,1,49.60000038
1464,247,0,1,1,44.19999981
1465,247,1,1,1,38.5
1466,247,2,1,1,48.10000038
1467,247,3,1,1,34.89999962
1468,247,4,1,1,37.60000038
1469,247,5,1,1,36.39999962
1470,247,6,1,1,36.39999962
1471,247,7,1,1,39.39999962
1472,247,8,1,1,37.89999962
1473,247,9,1,1,50.19999981
1474,247,10,1,1,79.70000076
1475,247,11,1,1,627.8999996
1476,247,12,1,1,615.2999992
1477,247,13,1,1,559.8999996
1478,247,14,1,1,536
1479,247,15,1,1,569.6000004
1480,247,16,1,1,218.8999996
1481,247,17,1,1,559
1482,247,18,1,1,482.8000002
1483,247,19,1,1,413.8000002
1484,247,20,1,1,293.1999998
1485,247,21,1,1,55
1486,247,22,1,1,52.30000019
1487,247,23,1,1,52.30000019
1488,248,0,0,1,52.30000019
1489,248,1,0,1,52
1490,248,2,0,1,43
1491,248,3,0,1,41.80000019
1492,248,4,0,1,46.30000019
1493,248,5,0,1,40.5999999
1494,248,6,0,1,41.5
1495,248,7,0,1,37
1496,248,8,0,1,41.80000019
1497,248,9,0,1,420.0999999
1498,248,10,0,1,244.3000002
1499,248,11,0,1,320.5
1500,248,12,0,1,138.5
1501,248,13,0,1,148.6999998
1502,248,14,0,1,157.5
1503,248,15,0,1,150.5
1504,248,16,0,1,516
1505,248,17,0,1,693.0799923
1506,248,18,0,1,563.920001
1507,248,19,0,1,531.4799986
1508,248,20,0,1,210.1999998
1509,248,21,0,1,174.5
1510,248,22,0,1,72.39999962
1511,248,23,0,1,62.19999981
1512,249,0,0,1,60.69999981
1513,249,1,0,1,59.5
1514,249,2,0,1,53.5
1515,249,3,0,1,60.69999981
1516,249,4,0,1,56.19999981
1517,249,5,0,1,56.5
1518,249,6,0,1,47.5
1519,249,7,0,1,267.5
1520,249,8,0,1,533.3000031
1521,249,9,0,1,1179.099994
1522,249,10,0,1,1375.7
1523,249,11,0,1,1360.4
1524,249,12,0,1,1330.499988
1525,249,13,0,1,1270.900006
1526,249,14,0,1,1236.6
1527,249,15,0,1,1227.999988
1528,249,16,0,1,1233.499988
1529,249,17,0,1,1272.499988
1530,249,18,0,1,1013.910007
1531,249,19,0,1,740.3100033
1532,249,20,0,1,240.6999998
1533,249,21,0,1,189
1534,249,22,0,1,78.69999981
1535,249,23,0,1,80.19999981
1536,250,0,1,1,80.19999981
1537,250,1,1,1,76.60000038
1538,250,2,1,1,80.79999924
1539,250,3,1,1,74.80000019
1540,250,4,1,1,78.69999981
1541,250,5,1,1,80.5
1542,250,6,1,1,68.80000019
1543,250,7,1,1,289.8799925
1544,250,8,1,1,571.6999998
1545,250,9,1,1,1130.5
1546,250,10,1,1,1183.720001
1547,250,11,1,1,1086.579998
1548,250,12,1,1,1129.219995
1549,250,13,1,1,1057.5
1550,250,14,1,1,1081.400006
1551,250,15,1,1,1078.4
1552,250,16,1,1,1052.779993
1553,250,17,1,1,1094.700005
1554,250,18,1,1,728.4099979
1555,250,19,1,1,580.8000126
1556,250,20,1,1,522
1557,250,21,1,1,173.8999996
1558,250,22,1,1,76
1559,250,23,1,1,67
1560,251,0,1,1,71.60000038
1561,251,1,1,1,76
1562,251,2,1,1,70
1563,251,3,1,1,66.10000038
1564,251,4,1,1,62.20000076
1565,251,5,1,1,61
1566,251,6,1,1,70
1567,251,7,1,1,95.17999983
1568,251,8,1,1,783.2000065
1569,251,9,1,1,1091.920002
1570,251,10,1,1,1139.779999
1571,251,11,1,1,1100.909998
1572,251,12,1,1,1110.799999
1573,251,13,1,1,1115.510004
1574,251,14,1,1,1085.379999
1575,251,15,1,1,1069.620001
1576,251,16,1,1,1089.98
1577,251,17,1,1,1069.700001
1578,251,18,1,1,937.5200005
1579,251,19,1,1,631.0899999
1580,251,20,1,1,298
1581,251,21,1,1,179.1000004
1582,251,22,1,1,82
1583,251,23,1,1,77.20000076
1584,252,0,1,1,79
1585,252,1,1,1,75.10000038
1586,252,2,1,1,63.70000076
1587,252,3,1,1,73.60000038
1588,252,4,1,1,62.79999924
1589,252,5,1,1,64.29999924
1590,252,6,1,1,60.39999962
1591,252,7,1,1,88.80999947
1592,252,8,1,1,941.8800049
1593,252,9,1,1,985.9999943
1594,252,10,1,1,1039.820002
1595,252,11,1,1,1041.679998
1596,252,12,1,1,1050.200001
1597,252,13,1,1,1093.600006
1598,252,14,1,1,1053.409996
1599,252,15,1,1,1126.700001
1600,252,16,1,1,1095.5
1601,252,17,1,1,1070.309998
1602,252,18,1,1,938.6000004
1603,252,19,1,1,637.1800041
1604,252,20,1,1,326.5
1605,252,21,1,1,297
1606,252,22,1,1,85.60000038
1607,252,23,1,1,84.70000076
1608,253,0,1,1,75.39999962
1609,253,1,1,1,77.5
1610,253,2,1,1,70
1611,253,3,1,1,73.29999924
1612,253,4,1,1,64.60000038
1613,253,5,1,1,61.29999924
1614,253,6,1,1,62.5
1615,253,7,1,1,99.89999962
1616,253,8,1,1,721.2000141
1617,253,9,1,1,1016.820002
1618,253,10,1,1,1077.300007
1619,253,11,1,1,1015.799999
1620,253,12,1,1,1061.5
1621,253,13,1,1,1040.6
1622,253,14,1,1,1051.379993
1623,253,15,1,1,1049.520008
1624,253,16,1,1,1048.389996
1625,253,17,1,1,1024.110004
1626,253,18,1,1,889.579998
1627,253,19,1,1,639.6099968
1628,253,20,1,1,236.2000008
1629,253,21,1,1,349.7000008
1630,253,22,1,1,99.09999847
1631,253,23,1,1,103
1632,254,0,1,1,90.70000076
1633,254,1,1,1,84.39999962
1634,254,2,1,1,74.5
1635,254,3,1,1,72.39999962
1636,254,4,1,1,70.89999962
1637,254,5,1,1,56.5
1638,254,6,1,1,70.60000038
1639,254,7,1,1,158.7000008
1640,254,8,1,1,680.1000118
1641,254,9,1,1,797.4099731
1642,254,10,1,1,859.2000008
1643,254,11,1,1,862.2800293
1644,254,12,1,1,841.2200012
1645,254,13,1,1,843.3900261
1646,254,14,1,1,831.2000008
1647,254,15,1,1,862.2000008
1648,254,16,1,1,872.3899956
1649,254,17,1,1,848.2200089
1650,254,18,1,1,866.8799934
1651,254,19,1,1,655.7000065
1652,254,20,1,1,393.2999992
1653,254,21,1,1,382
1654,254,22,1,1,89.20000076
1655,254,23,1,1,83.20000076
1656,255,0,0,1,75.39999962
1657,255,1,0,1,71.20000076
1658,255,2,0,1,72.70000076
1659,255,3,0,1,47.5
1660,255,4,0,1,70
1661,255,5,0,1,60.70000076
1662,255,6,0,1,61.60000038
1663,255,7,0,1,65
1664,255,8,0,1,54.29999924
1665,255,9,0,1,491.5
1666,255,10,0,1,221.2999992
1667,255,11,0,1,195.3999996
1668,255,12,0,1,351.2999992
1669,255,13,0,1,609.7000008
1670,255,14,0,1,282.5
1671,255,15,0,1,185.2999992
1672,255,16,0,1,182.5999985
1673,255,17,0,1,536.4000015
1674,255,18,0,1,547.7999992
1675,255,19,0,1,407.7999992
1676,255,20,0,1,327.2000008
1677,255,21,0,1,94.60000038
1678,255,22,0,1,93.39999962
1679,255,23,0,1,86.20000076
1680,256,0,0,1,84.70000076
1681,256,1,0,1,80.20000076
1682,256,2,0,1,76.60000038
1683,256,3,0,1,74.5
1684,256,4,0,1,73
1685,256,5,0,1,71.5
1686,256,6,0,1,71.20000076
1687,256,7,0,1,58.60000038
1688,256,8,0,1,454.1000004
1689,256,9,0,1,373.2000008
1690,256,10,0,1,382.2999992
1691,256,11,0,1,489.1000004
1692,256,12,0,1,407.8999996
1693,256,13,0,1,231.7999992
1694,256,14,0,1,241.2999992
1695,256,15,0,1,232
1696,256,16,0,1,292.9000015
1697,256,17,0,1,616.8999996
1698,256,18,0,1,222.3999996
1699,256,19,0,1,148.2000008
1700,256,20,0,1,149.2999992
1701,256,21,0,1,72.10000038
1702,256,22,0,1,72.10000038
1703,256,23,0,1,62.79999924
1704,257,0,1,1,55.29999924
1705,257,1,1,1,65.5
1706,257,2,1,1,61.60000038
1707,257,3,1,1,67
1708,257,4,1,1,58.29999924
1709,257,5,1,1,55.60000038
1710,257,6,1,1,58.29999924
1711,257,7,1,1,81.21000004
1712,257,8,1,1,786
1713,257,9,1,1,987.3100033
1714,257,10,1,1,1000.5
1715,257,11,1,1,986.5999947
1716,257,12,1,1,1004.600006
1717,257,13,1,1,987.7799911
1718,257,14,1,1,1030
1719,257,15,1,1,989.1200027
1720,257,16,1,1,1022.590004
1721,257,17,1,1,1035.890003
1722,257,18,1,1,853.7099991
1723,257,19,1,1,637.2900028
1724,257,20,1,1,468.8999996
1725,257,21,1,1,265.7000008
1726,257,22,1,1,72.39999962
1727,257,23,1,1,75.20000076
1728,258,0,1,1,70
1729,258,1,1,1,60.70000076
1730,258,2,1,1,49.60000038
1731,258,3,1,1,55
1732,258,4,1,1,49.29999924
1733,258,5,1,1,60.70000076
1734,258,6,1,1,51.10000038
1735,258,7,1,1,69.79999924
1736,258,8,1,1,691.5099907
1737,258,9,1,1,700.1999989
1738,258,10,1,1,846.7199955
1739,258,11,1,1,1020.890003
1740,258,12,1,1,1023.689997
