,时间,小时,工作日,供冷季节,电耗
6305,87,17,0,0,16
6306,87,18,0,0,14.20000005
6307,87,19,0,0,10
6308,87,20,0,0,12.70000005
6309,87,21,0,0,11.5
6310,87,22,0,0,15.70000005
6311,87,23,0,0,11.5
6312,88,0,0,0,9.700000048
6313,88,1,0,0,10
6314,88,2,0,0,15.70000005
6315,88,3,0,0,10
6316,88,4,0,0,10
6317,88,5,0,0,11.20000005
6318,88,6,0,0,8.5
6319,88,7,0,0,9.700000048
6320,88,8,0,0,14.5
6321,88,9,0,0,12.70000005
6322,88,10,0,0,13
6323,88,11,0,0,9.700000048
6324,88,12,0,0,11.5
6325,88,13,0,0,10.9000001
6326,88,14,0,0,15.0999999
6327,88,15,0,0,15.20000005
6328,88,16,0,0,8.700000048
6329,88,17,0,0,8.5
6330,88,18,0,0,16.70000005
6331,88,19,0,0,7
6332,88,20,0,0,8.200000048
6333,88,21,0,0,8.5
6334,88,22,0,0,10
6335,88,23,0,0,8.200000048
6336,89,0,0,0,10
6337,89,1,0,0,6.700000048
6338,89,2,0,0,10
6339,89,3,0,0,8.200000048
6340,89,4,0,0,10
6341,89,5,0,0,8.200000048
6342,89,6,0,0,10
6343,89,7,0,0,6.700000048
6344,89,8,0,0,14.5
6345,89,9,0,0,12.70000005
6346,89,10,0,0,19
6347,89,11,0,0,17.20000005
6348,89,12,0,0,20.5
6349,89,13,0,0,24.70000005
6350,89,14,0,0,28
6351,89,15,0,0,17.20000005
6352,89,16,0,0,13
6353,89,17,0,0,9.700000048
6354,89,18,0,0,16
6355,89,19,0,0,9.700000048
6356,89,20,0,0,5.5
6357,89,21,0,0,7
6358,89,22,0,0,12.70000005
6359,89,23,0,0,7
6360,90,0,0,0,11.20000005
6361,90,1,0,0,8.5
6362,90,2,0,0,9.700000048
6363,90,3,0,0,7
6364,90,4,0,0,8.200000048
6365,90,5,0,0,7
6366,90,6,0,0,11.20000005
6367,90,7,0,0,8.5
6368,90,8,0,0,8.200000048
6369,90,9,0,0,10
6370,90,10,0,0,14.20000005
6371,90,11,0,0,7
6372,90,12,0,0,11.20000005
6373,90,13,0,0,8.5
6374,90,14,0,0,9.700000048
6375,90,15,0,0,11.5
6376,90,16,0,0,9.700000048
6377,90,17,0,0,10
6378,90,18,0,0,8.200000048
6379,90,19,0,0,11.5
6380,90,20,0,0,9.700000048
6381,90,21,0,0,8.5
6382,90,22,0,0,8.5
6383,90,23,0,0,12.70000005
6384,91,0,0,0,7
6385,91,1,0,0,11.20000005
6386,91,2,0,0,8.5
6387,91,3,0,0,11.20000005
6388,91,4,0,0,7
6389,91,5,0,0,12.20000005
6390,91,6,0,0,7
6391,91,7,0,0,12.70000005
6392,91,8,0,0,14.5
6393,91,9,0,0,14.20000005
6394,91,10,0,0,8.5
6395,91,11,0,0,15.70000005
6396,91,12,0,0,9
6397,91,13,0,0,21.70000005
6398,91,14,0,0,22
6399,91,15,0,0,26.20000005
6400,91,16,0,0,38.20000005
6401,91,17,0,0,29.5
6402,91,18,0,0,211
6403,91,19,0,0,558.2
6404,91,20,0,0,203.5
6405,91,21,0,0,14.5
6406,91,22,0,0,16
6407,91,23,0,0,15.70000005
6408,92,0,1,1,11.5
6409,92,1,1,1,9.700000048
6410,92,2,1,1,8.5
6411,92,3,1,1,12.70000005
6412,92,4,1,1,13
6413,92,5,1,1,8.200000048
6414,92,6,1,1,5.5
6415,92,7,1,1,9.700000048
6416,92,8,1,1,19
6417,92,9,1,1,15.70000005
6418,92,10,1,1,16
6419,92,11,1,1,24.70000005
6420,92,12,1,1,29.5
6421,92,13,1,1,42.4000001
6422,92,14,1,1,43.9000001
6423,92,15,1,1,155.0999999
6424,92,16,1,1,415.3999996
6425,92,17,1,1,249.2
6426,92,18,1,1,31
6427,92,19,1,1,27.70000005
6428,92,20,1,1,16
6429,92,21,1,1,23.20000005
6430,92,22,1,1,19
6431,92,23,1,1,23.20000005
6432,93,0,0,1,17.5
6433,93,1,0,1,18.70000005
6434,93,2,0,1,13
6435,93,3,0,1,18.70000005
6436,93,4,0,1,16
6437,93,5,0,1,11.20000005
6438,93,6,0,1,10
6439,93,7,0,1,12.70000005
6440,93,8,0,1,13
6441,93,9,0,1,8.200000048
6442,93,10,0,1,26.5
6443,93,11,0,1,26.20000005
6444,93,12,0,1,32.5
6445,93,13,0,1,24.70000005
6446,93,14,0,1,22
6447,93,15,0,1,32.20000005
6448,93,16,0,1,42.70000005
6449,93,17,0,1,35.20000005
6450,93,18,0,1,29.5
6451,93,19,0,1,21.70000005
6452,93,20,0,1,23.20000005
6453,93,21,0,1,17.5
6454,93,22,0,1,18.70000005
6455,93,23,0,1,17.5
6456,94,0,0,1,14.20000005
6457,94,1,0,1,21.5
6458,94,2,0,1,17.20000005
6459,94,3,0,1,16
6460,94,4,0,1,12.70000005
6461,94,5,0,1,13
6462,94,6,0,1,11.20000005
6463,94,7,0,1,8.5
6464,94,8,0,1,12.70000005
6465,94,9,0,1,11.5
6466,94,10,0,1,18.70000005
6467,94,11,0,1,20.20000005
6468,94,12,0,1,16
6469,94,13,0,1,18.70000005
6470,94,14,0,1,21.70000005
6471,94,15,0,1,15.70000005
6472,94,16,0,1,18.70000005
6473,94,17,0,1,20.5
6474,94,18,0,1,23.20000005
6475,94,19,0,1,20.20000005
6476,94,20,0,1,15.70000005
6477,94,21,0,1,20.20000005
6478,94,22,0,1,26.20000005
6479,94,23,0,1,17.20000005
6480,95,0,1,1,14.5
6481,95,1,1,1,12.70000005
6482,95,2,1,1,18.70000005
6483,95,3,1,1,12.70000005
6484,95,4,1,1,13
6485,95,5,1,1,11.20000005
6486,95,6,1,1,16.70000005
6487,95,7,1,1,16
6488,95,8,1,1,14.20000005
6489,95,9,1,1,14.20000005
6490,95,10,1,1,17.20000005
6491,95,11,1,1,19
6492,95,12,1,1,21.70000005
6493,95,13,1,1,19.9000001
6494,95,14,1,1,25.9000001
6495,95,15,1,1,22.9000001
6496,95,16,1,1,14.20000005
6497,95,17,1,1,12.70000005
6498,95,18,1,1,16.9000001
6499,95,19,1,1,14.20000005
6500,95,20,1,1,15.70000005
6501,95,21,1,1,14.5
6502,95,22,1,1,14.20000005
6503,95,23,1,1,11.5
6504,96,0,1,1,14.5
6505,96,1,1,1,9.700000048
6506,96,2,1,1,11.5
6507,96,3,1,1,14.20000005
6508,96,4,1,1,11.5
6509,96,5,1,1,14.20000005
6510,96,6,1,1,11.5
6511,96,7,1,1,14.20000005
6512,96,8,1,1,29.5
6513,96,9,1,1,37.70000005
6514,96,10,1,1,39
6515,96,11,1,1,44.20000005
6516,96,12,1,1,34
6517,96,13,1,1,45.20000005
6518,96,14,1,1,449
6519,96,15,1,1,581.0999999
6520,96,16,1,1,465.5
6521,96,17,1,1,361.4000001
6522,96,18,1,1,60.4000001
6523,96,19,1,1,27.70000005
6524,96,20,1,1,23.20000005
6525,96,21,1,1,19.9000001
6526,96,22,1,1,18.4000001
6527,96,23,1,1,18.70000005
6528,97,0,1,1,30.4000001
6529,97,1,1,1,26.20000005
6530,97,2,1,1,17.20000005
6531,97,3,1,1,16.9000001
6532,97,4,1,1,18.4000001
6533,97,5,1,1,13.9000001
6534,97,6,1,1,14.20000005
6535,97,7,1,1,14.5
6536,97,8,1,1,25.9000001
6537,97,9,1,1,42.70000005
6538,97,10,1,1,479.7
6539,97,11,1,1,528.7
6540,97,12,1,1,339.2
6541,97,13,1,1,52.9000001
6542,97,14,1,1,72.0999999
6543,97,15,1,1,84.9000001
6544,97,16,1,1,569.9000001
6545,97,17,1,1,416.4000001
6546,97,18,1,1,71.4000001
6547,97,19,1,1,48.4000001
6548,97,20,1,1,30.4000001
6549,97,21,1,1,31
6550,97,22,1,1,31
6551,97,23,1,1,43.30000019
6552,98,0,1,1,25
6553,98,1,1,1,21.70000005
6554,98,2,1,1,21.70000005
6555,98,3,1,1,23.5
6556,98,4,1,1,18.70000005
6557,98,5,1,1,14.20000005
6558,98,6,1,1,18.70000005
6559,98,7,1,1,22
6560,98,8,1,1,38.20000005
6561,98,9,1,1,297.1999998
6562,98,10,1,1,612.8000002
6563,98,11,1,1,624.3000002
6564,98,12,1,1,492.5
6565,98,13,1,1,676.9899988
6566,98,14,1,1,784.5999999
6567,98,15,1,1,761.4000001
6568,98,16,1,1,677.3000002
6569,98,17,1,1,872.5000243
6570,98,18,1,1,229.6999984
6571,98,19,1,1,475.0999999
6572,98,20,1,1,370.9000001
6573,98,21,1,1,29.80000019
6574,98,22,1,1,33.0999999
6575,98,23,1,1,31.5999999
6576,99,0,1,1,25.5999999
6577,99,1,1,1,25.5999999
6578,99,2,1,1,24.0999999
6579,99,3,1,1,22.5999999
6580,99,4,1,1,19.5999999
6581,99,5,1,1,19.5999999
6582,99,6,1,1,22.9000001
6583,99,7,1,1,24.0999999
6584,99,8,1,1,52.5999999
6585,99,9,1,1,502.0999999
6586,99,10,1,1,712.4999938
6587,99,11,1,1,784.0999999
6588,99,12,1,1,533.9200072
6589,99,13,1,1,371.3899965
6590,99,14,1,1,448.6899962
6591,99,15,1,1,990.9000063
6592,99,16,1,1,924.9099975
6593,99,17,1,1,1171.1
6594,99,18,1,1,866.6899962
6595,99,19,1,1,421.7100039
6596,99,20,1,1,87.0999999
6597,99,21,1,1,39.0999999
6598,99,22,1,1,43.30000019
6599,99,23,1,1,36.0999999
6600,100,0,0,1,33.0999999
6601,100,1,0,1,33.0999999
6602,100,2,0,1,42.0999999
6603,100,3,0,1,34.5999999
6604,100,4,0,1,31.5999999
6605,100,5,0,1,31.30000019
6606,100,6,0,1,27.0999999
6607,100,7,0,1,34.5999999
6608,100,8,0,1,33.0999999
6609,100,9,0,1,34.5999999
6610,100,10,0,1,74.80000019
6611,100,11,0,1,91.30000019
6612,100,12,0,1,53.80000019
6613,100,13,0,1,40.5999999
6614,100,14,0,1,34.9000001
6615,100,15,0,1,34.30000019
6616,100,16,0,1,39.0999999
6617,100,17,0,1,139.0999999
6618,100,18,0,1,370.0999999
6619,100,19,0,1,41.5999999
6620,100,20,0,1,37.30000019
6621,100,21,0,1,36.0999999
6622,100,22,0,1,37.5999999
6623,100,23,0,1,40.30000019
6624,101,0,0,1,37.5999999
6625,101,1,0,1,30.0999999
6626,101,2,0,1,34.5999999
6627,101,3,0,1,29.80000019
6628,101,4,0,1,42.4000001
6629,101,5,0,1,36.0999999
6630,101,6,0,1,37.5999999
6631,101,7,0,1,34.30000019
6632,101,8,0,1,30.0999999
6633,101,9,0,1,28.9000001
6634,101,10,0,1,39.4000001
6635,101,11,0,1,40.9000001
6636,101,12,0,1,39.0999999
6637,101,13,0,1,39.4000001
6638,101,14,0,1,33.4000001
6639,101,15,0,1,39.4000001
6640,101,16,0,1,34.9000001
6641,101,17,0,1,133.0999999
6642,101,18,0,1,351.9000001
6643,101,19,0,1,36.4000001
6644,101,20,0,1,43.4000001
6645,101,21,0,1,31.9000001
6646,101,22,0,1,30.4000001
6647,101,23,0,1,30.4000001
6648,102,0,1,1,24.4000001
6649,102,1,1,1,33.4000001
6650,102,2,1,1,27.70000005
6651,102,3,1,1,24.4000001
6652,102,4,1,1,24.0999999
6653,102,5,1,1,24.70000005
6654,102,6,1,1,33.4000001
6655,102,7,1,1,25.9000001
6656,102,8,1,1,599.0900025
6657,102,9,1,1,741.7099977
6658,102,10,1,1,606.8100038
6659,102,11,1,1,530.4000001
6660,102,12,1,1,380.2
6661,102,13,1,1,368.9000001
6662,102,14,1,1,581.9000001
6663,102,15,1,1,581.9000001
6664,102,16,1,1,578.9000001
6665,102,17,1,1,540.2
6666,102,18,1,1,534.9000001
6667,102,19,1,1,426.9000001
6668,102,20,1,1,77.9000001
6669,102,21,1,1,30.4000001
6670,102,22,1,1,27.70000005
6671,102,23,1,1,25.9000001
6672,103,0,1,1,25.5999999
6673,103,1,1,1,27.4000001
6674,103,2,1,1,24.70000005
6675,103,3,1,1,16.9000001
6676,103,4,1,1,20.20000005
6677,103,5,1,1,21.4000001
6678,103,6,1,1,16.9000001
6679,103,7,1,1,19.9000001
6680,103,8,1,1,377.2
6681,103,9,1,1,541.4000001
6682,103,10,1,1,503.2
6683,103,11,1,1,495.0999999
6684,103,12,1,1,349.2
6685,103,13,1,1,226.4000001
6686,103,14,1,1,566.7
6687,103,15,1,1,482.2
6688,103,16,1,1,468.5999999
6689,103,17,1,1,273.2
6690,103,18,1,1,498.9000001
6691,103,19,1,1,210.2
6692,103,20,1,1,12.70000005
6693,103,21,1,1,18.4000001
6694,103,22,1,1,16.9000001
6695,103,23,1,1,16.9000001
6696,104,0,1,1,12.70000005
6697,104,1,1,1,15.4000001
6698,104,2,1,1,15.70000005
6699,104,3,1,1,15.4000001
6700,104,4,1,1,14.20000005
6701,104,5,1,1,15.70000005
6702,104,6,1,1,18.70000005
6703,104,7,1,1,14.20000005
6704,104,8,1,1,345.7
6705,104,9,1,1,388.4000001
6706,104,10,1,1,377.5999999
6707,104,11,1,1,280.0999999
6708,104,12,1,1,286.8000002
6709,104,13,1,1,357.5999999
6710,104,14,1,1,440.0999999
6711,104,15,1,1,418
6712,104,16,1,1,446
6713,104,17,1,1,417.3000002
6714,104,18,1,1,421.0999999
6715,104,19,1,1,324.5999999
6716,104,20,1,1,58.5999999
6717,104,21,1,1,16.9000001
6718,104,22,1,1,18.4000001
6719,104,23,1,1,16.9000001
6720,105,0,1,1,18.4000001
6721,105,1,1,1,19.5999999
6722,105,2,1,1,15.4000001
6723,105,3,1,1,15.4000001
6724,105,4,1,1,13.9000001
6725,105,5,1,1,15.4000001
6726,105,6,1,1,18.4000001
6727,105,7,1,1,15.4000001
6728,105,8,1,1,409.9000001
6729,105,9,1,1,436.4000001
6730,105,10,1,1,447.5999999
6731,105,11,1,1,435.3000002
6732,105,12,1,1,329.5
6733,105,13,1,1,225
6734,105,14,1,1,526.8000002
6735,105,15,1,1,363.3999996
6736,105,16,1,1,474.1000004
6737,105,17,1,1,486.1999998
6738,105,18,1,1,444.4000001
6739,105,19,1,1,336.2
6740,105,20,1,1,62.9000001
6741,105,21,1,1,22.9000001
6742,105,22,1,1,29.20000005
6743,105,23,1,1,18.4000001
6744,106,0,1,1,17.20000005
6745,106,1,1,1,23.20000005
6746,106,2,1,1,21.4000001
6747,106,3,1,1,27.4000001
6748,106,4,1,1,19.9000001
6749,106,5,1,1,22.9000001
6750,106,6,1,1,18.4000001
6751,106,7,1,1,20.20000005
6752,106,8,1,1,181.4000001
6753,106,9,1,1,755.4999938
6754,106,10,1,1,695.280005
6755,106,11,1,1,629.9200013
6756,106,12,1,1,601.0799928
6757,106,13,1,1,496.0000062
6758,106,14,1,1,501.0999999
6759,106,15,1,1,484.799994
6760,106,16,1,1,492.9200013
6761,106,17,1,1,531.5900025
6762,106,18,1,1,536.3900025
6763,106,19,1,1,291.9099975
6764,106,20,1,1,39.70000005
6765,106,21,1,1,19.9000001
6766,106,22,1,1,21.70000005
6767,106,23,1,1,21.70000005
6768,107,0,0,1,24.4000001
6769,107,1,0,1,18.4000001
6770,107,2,0,1,21.4000001
6771,107,3,0,1,15.70000005
6772,107,4,0,1,15.4000001
6773,107,5,0,1,19.9000001
6774,107,6,0,1,19.9000001
6775,107,7,0,1,18.4000001
6776,107,8,0,1,15.70000005
6777,107,9,0,1,15.70000005
6778,107,10,0,1,32.20000005
6779,107,11,0,1,52.9000001
6780,107,12,0,1,33.0999999
6781,107,13,0,1,30.70000005
6782,107,14,0,1,30.4000001
6783,107,15,0,1,31.9000001
6784,107,16,0,1,36.4000001
6785,107,17,0,1,34.5999999
6786,107,18,0,1,33.4000001
6787,107,19,0,1,28.9000001
6788,107,20,0,1,27.4000001
6789,107,21,0,1,28.9000001
6790,107,22,0,1,24.4000001
6791,107,23,0,1,24.0999999
6792,108,0,0,1,26.20000005
6793,108,1,0,1,34.9000001
6794,108,2,0,1,33.4000001
6795,108,3,0,1,34.4000001
6796,108,4,0,1,25.5999999
6797,108,5,0,1,25.9000001
6798,108,6,0,1,24.4000001
6799,108,7,0,1,27.4000001
6800,108,8,0,1,24.4000001
6801,108,9,0,1,30.0999999
6802,108,10,0,1,38.20000005
6803,108,11,0,1,36.4000001
6804,108,12,0,1,28.9000001
6805,108,13,0,1,30.4000001
6806,108,14,0,1,39.0999999
6807,108,15,0,1,45.0999999
6808,108,16,0,1,43.9000001
6809,108,17,0,1,46.5999999
6810,108,18,0,1,42.4000001
6811,108,19,0,1,34.30000019
6812,108,20,0,1,31.5999999
6813,108,21,0,1,34.9000001
6814,108,22,0,1,37.5999999
6815,108,23,0,1,34.5999999
6816,109,0,1,1,28.5999999
6817,109,1,1,1,18.0999999
6818,109,2,1,1,16.9000001
6819,109,3,1,1,18.4000001
6820,109,4,1,1,14.20000005
6821,109,5,1,1,13.9000001
6822,109,6,1,1,18.4000001
6823,109,7,1,1,25.9000001
6824,109,8,1,1,544.4899964
6825,109,9,1,1,698.6200075
6826,109,10,1,1,540.5899963
6827,109,11,1,1,516.7899961
6828,109,12,1,1,224.6999998
6829,109,13,1,1,206.9000001
6830,109,14,1,1,474.9000001
6831,109,15,1,1,426.4000001
6832,109,16,1,1,414.9000001
6833,109,17,1,1,430.9000001
6834,109,18,1,1,442.4000001
6835,109,19,1,1,333.2
6836,109,20,1,1,57.9000001
6837,109,21,1,1,25.9000001
6838,109,22,1,1,24.4000001
6839,109,23,1,1,17.20000005
6840,110,0,1,1,25.9000001
6841,110,1,1,1,15.70000005
6842,110,2,1,1,15.4000001
6843,110,3,1,1,19.9000001
6844,110,4,1,1,22.9000001
6845,110,5,1,1,17.20000005
6846,110,6,1,1,19
6847,110,7,1,1,24.4000001
6848,110,8,1,1,397.9000001
6849,110,9,1,1,535.9900002
6850,110,10,1,1,637.2
6851,110,11,1,1,562.6200013
6852,110,12,1,1,528.9799988
6853,110,13,1,1,530.700006
6854,110,14,1,1,514.5999939
6855,110,15,1,1,488.2200074
6856,110,16,1,1,506.799994
6857,110,17,1,1,478.579999
6858,110,18,1,1,490.5999999
6859,110,19,1,1,236.8100038
6860,110,20,1,1,32.70000005
6861,110,21,1,1,17.20000005
6862,110,22,1,1,18.0999999
6863,110,23,1,1,15.70000005
6864,111,0,1,1,13.9000001
6865,111,1,1,1,15.70000005
6866,111,2,1,1,11.20000005
6867,111,3,1,1,12.70000005
6868,111,4,1,1,10.9000001
6869,111,5,1,1,16.9000001
6870,111,6,1,1,13.9000001
6871,111,7,1,1,14.20000005
6872,111,8,1,1,393.9000001
6873,111,9,1,1,536.5099998
6874,111,10,1,1,645.8000002
6875,111,11,1,1,583.8999939
6876,111,12,1,1,530.3000002
6877,111,13,1,1,518.9900026
6878,111,14,1,1,507.0900025
6879,111,15,1,1,444.3199952
6880,111,16,1,1,354.9000001
6881,111,17,1,1,446.9000001
6882,111,18,1,1,417.9000001
6883,111,19,1,1,257.7
6884,111,20,1,1,47.4000001
6885,111,21,1,1,21.70000005
6886,111,22,1,1,21.0999999
6887,111,23,1,1,15.70000005
6888,112,0,1,1,18.4000001
6889,112,1,1,1,20.20000005
6890,112,2,1,1,22.9000001
6891,112,3,1,1,21.0999999
6892,112,4,1,1,14.20000005
6893,112,5,1,1,15.70000005
6894,112,6,1,1,18.4000001
6895,112,7,1,1,18.70000005
6896,112,8,1,1,408.4000001
6897,112,9,1,1,518.3799987
6898,112,10,1,1,589.6100037
6899,112,11,1,1,508.0100036
6900,112,12,1,1,554.1999998
6901,112,13,1,1,434.1999941
6902,112,14,1,1,306.5
6903,112,15,1,1,618.8000002
6904,112,16,1,1,647.5999999
6905,112,17,1,1,452
6906,112,18,1,1,413.0999999
6907,112,19,1,1,253.5999999
6908,112,20,1,1,128.4000001
6909,112,21,1,1,105.7
6910,112,22,1,1,106.4000001
6911,112,23,1,1,102.7
6912,113,0,1,1,46.4000001
6913,113,1,1,1,21.4000001
6914,113,2,1,1,18.4000001
6915,113,3,1,1,21.70000005
6916,113,4,1,1,13.9000001
6917,113,5,1,1,19.9000001
6918,113,6,1,1,15.70000005
6919,113,7,1,1,24.70000005
6920,113,8,1,1,228.3000016
6921,113,9,1,1,694.299994
6922,113,10,1,1,594.399997
6923,113,11,1,1,596.9000001
6924,113,12,1,1,543.2
6925,113,13,1,1,270.5999999
6926,113,14,1,1,388.2
6927,113,15,1,1,330.4000001
6928,113,16,1,1,337.9000001
6929,113,17,1,1,532.9000063
6930,113,18,1,1,482.7899964
6931,113,19,1,1,320.9000001
6932,113,20,1,1,36.9000001
6933,113,21,1,1,14.20000005
6934,113,22,1,1,15.4000001
6935,113,23,1,1,14.20000005
6936,114,0,0,1,14.20000005
6937,114,1,0,1,12.70000005
6938,114,2,0,1,11.20000005
6939,114,3,0,1,21.20000005
6940,114,4,0,1,10
6941,114,5,0,1,12.70000005
6942,114,6,0,1,12.70000005
6943,114,7,0,1,12.70000005
6944,114,8,0,1,9.700000048
6945,114,9,0,1,17.5
6946,114,10,0,1,41.20000005
6947,114,11,0,1,48.70000005
6948,114,12,0,1,24.70000005
6949,114,13,0,1,24.4000001
6950,114,14,0,1,473.7099977
6951,114,15,0,1,242.0799973
6952,114,16,0,1,66.9000001
6953,114,17,0,1,46.20000005
6954,114,18,0,1,16.5999999
6955,114,19,0,1,9.900000095
6956,114,20,0,1,17.20000005
6957,114,21,0,1,22.4000001
6958,114,22,0,1,13.20000005
6959,114,23,0,1,16.9000001
6960,115,0,0,1,18.20000005
6961,115,1,0,1,17.20000005
6962,115,2,0,1,13.9000001
6963,115,3,0,1,15.4000001
6964,115,4,0,1,12.70000005
6965,115,5,0,1,13.9000001
6966,115,6,0,1,16.9000001
6967,115,7,0,1,11.20000005
6968,115,8,0,1,13.9000001
6969,115,9,0,1,14.20000005
6970,115,10,0,1,25.9000001
6971,115,11,0,1,22.9000001
6972,115,12,0,1,20.20000005
6973,115,13,0,1,27.0999999
6974,115,14,0,1,20.20000005
6975,115,15,0,1,18.4000001
6976,115,16,0,1,15.70000005
6977,115,17,0,1,16.9000001
6978,115,18,0,1,17.20000005
6979,115,19,0,1,19.5999999
6980,115,20,0,1,14.20000005
6981,115,21,0,1,16.9000001
6982,115,22,0,1,16.9000001
6983,115,23,0,1,20.20000005
6984,116,0,1,1,22.5999999
6985,116,1,1,1,15.70000005
6986,116,2,1,1,15.4000001
6987,116,3,1,1,12.70000005
6988,116,4,1,1,17.20000005
6989,116,5,1,1,17.20000005
6990,116,6,1,1,16.5999999
6991,116,7,1,1,19.9000001
6992,116,8,1,1,496.2
6993,116,9,1,1,571.5199952
6994,116,10,1,1,584.2
6995,116,11,1,1,543.7900023
6996,116,12,1,1,556.5999999
6997,116,13,1,1,211.9000001
6998,116,14,1,1,518.9000001
6999,116,15,1,1,534
7000,116,16,1,1,577.5999999
7001,116,17,1,1,550.4000001
7002,116,18,1,1,575.4000001
7003,116,19,1,1,38.4000001
7004,116,20,1,1,56.4000001
7005,116,21,1,1,39.4000001
7006,116,22,1,1,37.5999999
7007,116,23,1,1,34.9000001
7008,117,0,1,1,28.9000001
7009,117,1,1,1,23.5
7010,117,2,1,1,24.4000001
7011,117,3,1,1,21.0999999
7012,117,4,1,1,30.4000001
7013,117,5,1,1,12.4000001
7014,117,6,1,1,18.4000001
7015,117,7,1,1,27.4000001
7016,117,8,1,1,531.5999999
7017,117,9,1,1,483.4000001
7018,117,10,1,1,596.9000001
7019,117,11,1,1,605.5999999
7020,117,12,1,1,623.9000001
7021,117,13,1,1,576.8000002
7022,117,14,1,1,565.0999999
7023,117,15,1,1,518.3000002
7024,117,16,1,1,586.5999999
7025,117,17,1,1,655.5999999
7026,117,18,1,1,642.3000002
7027,117,19,1,1,542.0999999
7028,117,20,1,1,73.5999999
7029,117,21,1,1,26.80000019
7030,117,22,1,1,25.5999999
7031,117,23,1,1,24.0999999
7032,118,0,1,1,19.5999999
7033,118,1,1,1,26.80000019
7034,118,2,1,1,22.5999999
7035,118,3,1,1,19.5999999
7036,118,4,1,1,13.9000001
7037,118,5,1,1,17.80000019
7038,118,6,1,1,24.0999999
7039,118,7,1,1,19.5999999
7040,118,8,1,1,488.4000001
7041,118,9,1,1,454.0999999
7042,118,10,1,1,571.8000002
7043,118,11,1,1,579.5
7044,118,12,1,1,573
7045,118,13,1,1,573.5999999
7046,118,14,1,1,532.3000002
7047,118,15,1,1,547.8000002
7048,118,16,1,1,580.0999999
7049,118,17,1,1,579.8000002
7050,118,18,1,1,551.8000002
7051,118,19,1,1,303.8000002
7052,118,20,1,1,73
7053,118,21,1,1,36.0999999
7054,118,22,1,1,37.30000019
7055,118,23,1,1,30.0999999
7056,119,0,1,1,32.80000019
7057,119,1,1,1,25.30000019
7058,119,2,1,1,19.5999999
7059,119,3,1,1,27.0999999
7060,119,4,1,1,18.0999999
7061,119,5,1,1,18.0999999
7062,119,6,1,1,18.0999999
7063,119,7,1,1,25.30000019
7064,119,8,1,1,497.0999999
7065,119,9,1,1,475.5999999
7066,119,10,1,1,421.3000007
7067,119,11,1,1,766.200006
7068,119,12,1,1,739.5000124
7069,119,13,1,1,294.1999984
7070,119,14,1,1,748.900012
7071,119,15,1,1,410.6200008
7072,119,16,1,1,783.6899962
7073,119,17,1,1,782.4900026
7074,119,18,1,1,703.1099977
7075,119,19,1,1,533.5999999
7076,119,20,1,1,64.5999999
7077,119,21,1,1,31.5999999
7078,119,22,1,1,26.80000019
7079,119,23,1,1,30.0999999
7080,120,0,1,1,25.5999999
7081,120,1,1,1,21.0999999
7082,120,2,1,1,21.0999999
7083,120,3,1,1,22.5999999
7084,120,4,1,1,19.5999999
7085,120,5,1,1,22.5999999
7086,120,6,1,1,26.9000001
7087,120,7,1,1,21.0999999
7088,120,8,1,1,420.4000001
7089,120,9,1,1,397.9999938
7090,120,10,1,1,598.0999999
7091,120,11,1,1,270.3000016
7092,120,12,1,1,510.9999938
7093,120,13,1,1,506.3999877
7094,120,14,1,1,333.5999999
7095,120,15,1,1,405.200006
7096,120,16,1,1,496.200006
7097,120,17,1,1,300.099997
7098,120,18,1,1,643.3000121
7099,120,19,1,1,179.3999991
7100,120,20,1,1,49.5999999
7101,120,21,1,1,25.5999999
7102,120,22,1,1,19.9000001
7103,120,23,1,1,21.4000001
7104,121,0,0,1,19.5999999
7105,121,1,0,1,19.5999999
7106,121,2,0,1,16.5999999
7107,121,3,0,1,13.9000001
7108,121,4,0,1,17.9000001
7109,121,5,0,1,16.9000001
7110,121,6,0,1,14.80000019
7111,121,7,0,1,12.4000001
7112,121,8,0,1,15.4000001
7113,121,9,0,1,16.9000001
7114,121,10,0,1,27.4000001
7115,121,11,0,1,31.5999999
7116,121,12,0,1,19.5999999
7117,121,13,0,1,15.4000001
7118,121,14,0,1,18.9000001
7119,121,15,0,1,15.4000001
7120,121,16,0,1,19.30000019
7121,121,17,0,1,16.5999999
7122,121,18,0,1,15.4000001
7123,121,19,0,1,12.4000001
7124,121,20,0,1,16.9000001
7125,121,21,0,1,23.80000019
7126,121,22,0,1,13.9000001
7127,121,23,0,1,16.9000001
7128,122,0,0,1,12.4000001
7129,122,1,0,1,17.9000001
7130,122,2,0,1,15.4000001
7131,122,3,0,1,16.9000001
7132,122,4,0,1,12.4000001
7133,122,5,0,1,12.70000005
7134,122,6,0,1,13.9000001
7135,122,7,0,1,12.4000001
7136,122,8,0,1,551.1999879
7137,122,9,0,1,71.4000001
7138,122,10,0,1,69.4000001
7139,122,11,0,1,17.20000005
7140,122,12,0,1,16.9000001
7141,122,13,0,1,21.0999999
7142,122,14,0,1,18.4000001
7143,122,15,0,1,16.5999999
7144,122,16,0,1,24.4000001
7145,122,17,0,1,16.5999999
7146,122,18,0,1,16.30000019
7147,122,19,0,1,25.5999999
7148,122,20,0,1,16.9000001
7149,122,21,0,1,15.0999999
7150,122,22,0,1,15.4000001
7151,122,23,0,1,19.5999999
